# time (s),altitude (m),velocity (m/s),acceleration (m/s^2),thrust (N),mass (kg),Mach,air density (kg/m^3)
1.785000000000000000e+02,1.209036163829690922e+05,9.683999930150883984e+01,-9.421787680918868091e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.205411603286478173e-01,1.164576541754736388e-06
1.787500000000000000e+02,1.209275319534971059e+05,9.448457115530298722e+01,-9.421712584823415781e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.152886277301012674e-01,1.162478476530060243e-06
1.790000000000000000e+02,1.209508586692974204e+05,9.212916132828425475e+01,-9.421639308074908570e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.100372697173704950e-01,1.160434767701815028e-06
1.792500000000000000e+02,1.209735965348929603e+05,8.977376936544477815e+01,-9.421567851357890433e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.047870573211527934e-01,1.158445119845351881e-06
1.795000000000000000e+02,1.209957455546928686e+05,8.741839481150792324e+01,-9.421498215747437399e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.995379616020079572e-01,1.156509245770242884e-06
1.797500000000000000e+02,1.210173057329925068e+05,8.506303721163919818e+01,-9.421430399474902018e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.942899536493636059e-01,1.154626866445691131e-06
1.800000000000000000e+02,1.210382770739735279e+05,8.270769611106327091e+01,-9.421364402303716190e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.890430045823194294e-01,1.152797710928178019e-06
1.802500000000000000e+02,1.210586595817039197e+05,8.035237105505430577e+01,-9.421300224035837445e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.837970855480216825e-01,1.151021516291331675e-06
1.805000000000000000e+02,1.210784532601379906e+05,7.799706158888896823e+01,-9.421237864661373251e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.785521677208691538e-01,1.149298027557937523e-06
1.807500000000000000e+02,1.210976581131163548e+05,7.564176725784618327e+01,-9.421177324171146950e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.733082223016380874e-01,1.147626997634134418e-06
1.810000000000000000e+02,1.211162741443659615e+05,7.328648760720700750e+01,-9.421118602556683541e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.680652205167126600e-01,1.146008187245735551e-06
1.812500000000000000e+02,1.211343013575000659e+05,7.093122218225444442e+01,-9.421061699810229229e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.628231336173169563e-01,1.144441364876608500e-06
1.815000000000000000e+02,1.211517397560182435e+05,6.857597052827325967e+01,-9.421006615924737204e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.575819328787489704e-01,1.142926306709198689e-06
1.817500000000000000e+02,1.211685893433064048e+05,6.622073219054978210e+01,-9.420953350893887190e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.523415895996155789e-01,1.141462796567062866e-06
1.820000000000000000e+02,1.211848501226367807e+05,6.386550671437176163e+01,-9.420901904712088992e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.471020751010690963e-01,1.140050625859424866e-06
1.822500000000000000e+02,1.212005220971679082e+05,6.151029364502814190e+01,-9.420852277374470063e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.418633607260454399e-01,1.138689593527786911e-06
1.825000000000000000e+02,1.212156052699446591e+05,5.915509252780891813e+01,-9.420804468876896820e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.366254178385033491e-01,1.137379505994489090e-06
1.827500000000000000e+02,1.212300996438982402e+05,5.679990290800492403e+01,-9.420758479215971093e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.313882178226650765e-01,1.136120177113259997e-06
1.830000000000000000e+02,1.212440052218461497e+05,5.444472433090766827e+01,-9.420714308389035452e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.261517320822583277e-01,1.134911428121719781e-06
1.832500000000000000e+02,1.212573220064922352e+05,5.208955634180912142e+01,-9.420671956394178537e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.209159320397592552e-01,1.133753087595803001e-06
1.835000000000000000e+02,1.212700500004266505e+05,4.973439848600155955e+01,-9.420631423230240387e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.156807891356368412e-01,1.132644991406106567e-06
1.837500000000000000e+02,1.212821892061258841e+05,4.737925030877735821e+01,-9.420592708896808887e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.104462748275982231e-01,1.131586982676143303e-06
1.840000000000000000e+02,1.212937396259527450e+05,4.502411135531391295e+01,-9.420555813853791705e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.052123605898350606e-01,1.130578911742455371e-06
1.842500000000000000e+02,1.213047012621561007e+05,4.266898116864371815e+01,-9.420520746680786317e+00,0.000000000000000000e+00,9.682586920555640120e+01,9.997901791201593835e-02,1.129620636116628659e-06
1.845000000000000000e+02,1.213150741168707464e+05,4.031385929365396237e+01,-9.420487499959033784e+00,0.000000000000000000e+00,9.682586920555640120e+01,9.474621829402786466e-02,1.128712020449151789e-06
1.847500000000000000e+02,1.213248581921176956e+05,3.795874527577396407e+01,-9.420456071519994978e+00,0.000000000000000000e+00,9.682586920555640120e+01,8.951393325410750279e-02,1.127852936495120179e-06
1.850000000000000000e+02,1.213340534898044862e+05,3.560363866100798447e+01,-9.420426459063930835e+00,0.000000000000000000e+00,9.682586920555640120e+01,8.428213432517676906e-02,1.127043263081735811e-06
1.852500000000000000e+02,1.213426600117251364e+05,3.324853899528879708e+01,-9.420398662876749540e+00,0.000000000000000000e+00,9.682586920555640120e+01,7.905079305416684576e-02,1.126282886077597837e-06
1.855000000000000000e+02,1.213506777595601452e+05,3.089344582447788667e+01,-9.420372683243639855e+00,0.000000000000000000e+00,9.682586920555640120e+01,7.381988099983502472e-02,1.125571698363858360e-06
1.857500000000000000e+02,1.213581067348764627e+05,2.853835869436558426e+01,-9.420348520449207896e+00,0.000000000000000000e+00,9.682586920555640120e+01,6.858936973201830434e-02,1.124909599807133256e-06
1.860000000000000000e+02,1.213649469391274761e+05,2.618327715067118433e+01,-9.420326174777605033e+00,0.000000000000000000e+00,9.682586920555640120e+01,6.335923083088729202e-02,1.124296497234215066e-06
1.862500000000000000e+02,1.213711983736530092e+05,2.382820073904301950e+01,-9.420305646512661113e+00,0.000000000000000000e+00,9.682586920555640120e+01,5.812943588620097385e-02,1.123732304408559577e-06
1.865000000000000000e+02,1.213768610396792792e+05,2.147312900505851374e+01,-9.420286935938028350e+00,0.000000000000000000e+00,9.682586920555640120e+01,5.289995649656174803e-02,1.123216942008514527e-06
1.867500000000000000e+02,1.213819349383188819e+05,1.911806149422419310e+01,-9.420270043337284349e+00,0.000000000000000000e+00,9.682586920555640120e+01,4.767076426867117300e-02,1.122750337607339163e-06
1.870000000000000000e+02,1.213864200705707917e+05,1.676299775197566788e+01,-9.420254968994095535e+00,0.000000000000000000e+00,9.682586920555640120e+01,4.244183081658591677e-02,1.122332425654927384e-06
1.872500000000000000e+02,1.213903164373203181e+05,1.440793732367758473e+01,-9.420241713192330835e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.721312776097426833e-02,1.121963147461303093e-06
1.875000000000000000e+02,1.213936240393391345e+05,1.205287975462353600e+01,-9.420230276216193133e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.198462672837287107e-02,1.121642451181847096e-06
1.877500000000000000e+02,1.213963428772851912e+05,9.697824590035947878e+00,-9.420220658350354270e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.675629935044382401e-02,1.121370291804232252e-06
1.880000000000000000e+02,1.213984729517027590e+05,7.342771375065927586e+00,-9.420212859880081169e+00,0.000000000000000000e+00,9.682586920555640120e+01,2.152811726323198074e-02,1.121146631137095471e-06
1.882500000000000000e+02,1.214000142630223709e+05,4.987719654793083990e+00,-9.420206881091372608e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.630005210642247043e-02,1.120971437800448236e-06
1.885000000000000000e+02,1.214009668115608365e+05,2.632668974225314873e+00,-9.420202722271076468e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.107207552259836802e-02,1.120844687217753038e-06
1.887500000000000000e+02,1.214013305975211988e+05,2.776188782985595793e-01,-9.420200383707021174e+00,0.000000000000000000e+00,9.682586920555640120e+01,5.844159156498492796e-03,1.120766361609763538e-06
1.890000000000000000e+02,1.214011056209927337e+05,-2.077431088121031610e+00,-9.420199865678364759e+00,0.000000000000000000e+00,9.682586920555640120e+01,6.162746542752423713e-04,1.120736449990049906e-06
